typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"S","A","20220101","2022","52","2022","276","DEU","Germany","M","Import","699","IND","India","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","7018569118.95",,"7018569118.95","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","M","Import","702","SGP","Singapore","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","7725164749.68",,"7725164749.68","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","M","Import","703","SVK","Slovakia","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1829145470.31",,"1829145470.31","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","M","Import","705","SVN","Slovenia","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","935107183.44",,"935107183.44","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","M","Import","710","ZAF","South Africa","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","832961466.33",,"832961466.33","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","M","Import","724","ESP","Spain","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","17069918292.3",,"17069918292.3","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","M","Import","752","SWE","Sweden","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","5057792569.89",,"5057792569.89","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","M","Import","757","CHE","Switzerland","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","15056489311.74",,"15056489311.74","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","M","Import","764","THA","Thailand","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","820324882.77",,"820324882.77","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","M","Import","792","TUR","Türkiye","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","5150460849.33",,"5150460849.33","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","M","Import","818","EGY","Egypt","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1906018020.3",,"1906018020.3","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","M","Import","826","GBR","United Kingdom","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","36618713059.62",,"36618713059.62","0","true","false",
"S","A","20220101","2022","52","2022","276","DEU","Germany","M","Import","842","USA","USA","0","W00","World","EB10S","EB","true","S","Total EBOPS Services","1","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","37368483684.18",,"37368483684.18","0","true","false",
